,content,score,Year,Month,Day,sentiment
1563,"Di tolak 3x karna backgrond tidak sesuai terus, padahal sudah selfi dan backgrond biru tanpa edit, masih saja salah, ngga ada keterangan yang spesifik juga di aplikasinya, harusnya diproses dulu sampai selesai baru melakukan pembayaran, kalau ditolak terus ya di potong potong terus pengembaliannya.",1,2022,7,4,-1
5697,"Sangat membantu sekali,, dan sangat cepat,,, mula2 ga percaya bisa secepat ini,,, terima kasih,,, korlantas dan jajarannya",5,2022,7,4,1
4580,"Kok tulisan nya ""Layanan belum tersedia"" Padahal udah lama kek gitu ku kira lagi pembaruan ternyata nggak bisa., gimana ini tolong di jelas kan",1,2022,7,4,-1
3918,"Ngga bisa masuk aplikasi,,,udh motong pulsa 550 juga padahal,,,,dua kali nyoba ttep aj ngga bisa masuk,,,malah disuruh input no hp lg,,klo bls ok kepotong lg pulsanya,,,!",1,2022,7,4,-1
7390,"g usah d download,percuma g bisa buat sim baru🤣🤣 katanya msih dalam pengembangan,, kembalikan waktu & kuotaku😭 pantesan ratingnya jelek😫",1,2022,7,5,-1
4357,"Kenapa sangat sulit untuk verifikasi KTP, sudah mengikuti instruksi, pencahayaan sangat cukup, sinyal bagus, wajah terlihat jelas, tapi selalu gagal",1,2022,7,5,-1
7219,Sangat memuaskan ... Mungkin kalau aplikasi Erikkes & ePPsi SIM di gabungkan sekalian agar tidak terlalu banyak app yang terpapang di HP akan sangat yahuuuudddd sekalii,5,2022,7,5,1
4593,"Sangat lancar tanpa hambatan, proses cepat, tips nya cuma ikuti sesuai prosedur dan pastikan data yang di masukkan benar",5,2022,7,5,1
9391,"Lama bgt prosesnya udah mau seminggu statusnya masih ditahap dibayar, gak ada kemajuan untuk diproses. Keburu abis masa berlaku sim",3,2022,7,5,-1
958,"Kok tidak bisa membuat sim baru online ya??? Padahal pengen banget pengajuan sim baru, soalnya kalau datang lansung ke satlantas kejauhan. ..tolong dong dipermudah masyarakat agar dapat memiliki sim.nya Kenak tilang berulang kali, pengen buat sim biar tidak kenak tilang terus😌",1,2022,7,6,-1
5111,"udah didonwload masukin nomer hp udh klik OK dpt balesan layanan tidak tersedia. Udah email dari semalam gak ada respon, ribet aplikasinya gak jelas",1,2022,7,6,0
8371,"Bagus sekali, jdi klo perpanjang tinggal pembayaran, amua lewat online, hanya tes ksehatan aja yg harus langsung tapi so farr ao good lah",5,2022,7,6,1
3127,"Sangat membantu, apalagi bagi yang sibuk, tidak perlu antri di satpas, hanya saja untuk mendapatkan surat keterangan kesehatan masih harus datang ke faskes, harusnya tidak perlu karna sudah menggunakan app e-Rikkes",4,2022,7,6,1
7072,Gagal di proses pembayaran voucher tes psikologinya. Pilihan pembeyarannya hanya melalui virtual bank BNI saja ya? Itupun setelah diklik error. Semoga segera diperbaiki semuanya,3,2022,7,6,-1
5780,"Rekomendasi banget aplikasi ini, jujur kemaren saya bingung gimana caranya perpanjang sim dimalam hari tepat pada masa berlaku sim saya, tanpa bantuan aplikasi ini mungkin sim saya udah hangus dan harus buat baru lagi😌",5,2022,7,6,1
6959,"Sore, saya mau bertanya proses perpanjangan SIM online saya sudah 50% itu apakah sudah pasti akan berhasil atau masih ada kemungkinan kurang data ? Mengingat masa berlaku sim saya sampai tgl 9 juli, khawatir masih ada kekurangan dan sudah lwat masa berlaku..",4,2022,7,6,0
1613,"Tolong Pemohon diberikan akses perbaikan/perubahan data melalui aplikasi ini sebelum sim dibayar dan dicetak karna ada beberapa elemen yang tidak bisa diubah datanya seperti riwayat pendidikan, status pekerjaan, dan yang juga penting adalah elemen ""orang yang bisa dihubungi jika terjadi sesuatu"". Tolong elemen-elemen tersebut diberikan akses kepada Pemohon agar bisa diperbaiki sendiri.",3,2022,7,6,0
7136,"Ditolak dengan alasan foto edit, padahal foto asli tanpa edit dan background biru, udah gitu pengembalian dana 30 hari kena potong biaya juga, wakwaw",1,2022,7,6,-1
9180,"Sudah lolos tes, sudah bayar, Permintaan d tolak dg alasan data tidak d temukan?🙅‍♂️🤷‍♂️ Seharusnya bisa d akses scr nasional shg inti dri aplikasi ini dapat tercapai, yaitu memudahkn masyarakat dalam perpanjangan SIM ☺",1,2022,7,6,-1
6410,"Aplikasi ribet kurang mumpuni, verifikasi e-KTP aja ga bisa bisa udah 10 kali masih ga berhasil juga padahal sudah sesuai dengan instruksinya",1,2022,7,6,-1
9662,Terus tingkatkan dan kembangkan fitur layanan yang masih kosong menunya #salampresisi,5,2022,7,6,0
8508,Kenapa semua layanan tidak tersedia.. verifikasi dokumen digital gagal trus.. apa ya masalahnya,2,2022,7,6,-1
9079,"Pelayanan dari awal sampai akhir bener2 cepat, hanya ada sedikit bug di alamat pengiriman. Mantap👍",5,2022,7,7,1
9718,"sangat membantu sekali, sangat cocok sekali untuk para pekerja yang sibuk bekerja, perpanjangan sim simpel dan mudah sekali, sangat membantu",5,2022,7,7,1
5797,Mau melakukan pembayaran tapi selalu muncul keterangan batas pembayaran habis padahal baru 5 menit haduhhhh gimana coba ? Chat sana sini tidak ada tanggapan,1,2022,7,7,-1
4220,Sangat mudah digunakan. Untuk memperpanjang SIM cukup dirumah saja tanpa perlu pergi ke SATPAS. Aplikasi nya mantab,5,2022,7,7,1
4800,"saya baru buat SIM sudah hampir 2 minggu lalu sejak SIM nya jadi, tapi gagal terus untuk digitalisasi SIM nya. mohon bantuannya developer 🙏",3,2022,7,7,-1
9343,"Simpel,mudah dan gak ribet² amat,meski pada awalnya ragu mau menggunakannya ternyata mudah juga... Terima kasih..",5,2022,7,7,1
4369,Apk apaan ini? Banyak fungsi yg belum tersedia. Ini resmi korlantas polri bukan? Katanya mempermudah? Sama sekali gak berguna. Kalo bisa sy post rate ini tanpa bintang,1,2022,7,7,-1
114,"Aplikasi jelek .. 3x pembatalan alasan foto tidak sesuai. Padahal jelas sudah mengikuti arahan,(tidak buram, background biru, resolusi sesuai). Sangat disayangkan aplikasi milik Kepolisian tapi gak berjalan baik dan sempurna, Masih banyak kekurangan nya.",1,2022,7,8,-1
6002,"Cukup puas, mudah digunakan hanya saja fitur pengaduan blom ada jadi untuk pertanyaan mengenai kendala/informasi susah",4,2022,7,8,1
832,"Keren.. ternyata ngurus perpanjangan SIM bisa sambil duduk seperti belanja online. Hanya kemarin pengirimannya agak lama. Setelah ditanyakan ke ekspedisi, ternyata pengiriman dilakukan kolektif. Semoga kedepan semakin sempurna pelayanan dan semua menu aplikasinya bisa digunakan. Terima kasih digital korlantas polri...",5,2022,7,8,1
9850,"Halo min tlg di respon yah, knp saat verifikasi sim ada keterangan ""anda belum melakukan digitalisasi sim. Silahkan hubungi satpas terdekat"" itu gmn ya mksdnya? Terima kasih",3,2022,7,8,0
9071,Bagaimana cara daftar di akun nya setelah diberikan no kontak lalu dikirim kan ke SMS setelah Dapat kode otp lalu kemana lagi sedangkan link yang diberikan via SMS tidak ditemukan,3,2022,7,8,0
3553,benar2 aplikasi bermanfaat. tanpa harus antri dan bisa dilakukan dimanapun berada. sangat membantu. semoga kedepannya digital korlantas lebih canggih lagi🤲,5,2022,7,8,1
8686,Tidak bisa memilih pilihan pengiriman via pos ....kalau ambil langsung ke lokas sangat jauh sekali. Tolong diperbaiki...,2,2022,7,8,-1
6800,"Terimakasih polri ,emang kebanyakan aplikasi jd bingung cara pengerjaannya ,bagaimana kalau jd satu urutan ,tapi alhamdulillah sudah d antar ga ada 1 minggu",5,2022,7,8,1
4065,"Bintang 5 buat aplikasi ini, sangat memudahkan dalam perpanjangan SIM, anti ribet, g ngantri, proses cepat, bayar hari Rabu, Jum'at udah jadi Semoga untuk layanan STNK segera bisa digunakan 😍",5,2022,7,8,1
8562,"Benar benar dimudahkan dengan aplikasi ini.. kami para ibu jadi tidak terlalu lama meninggal kan anak2 lagi untuk mengurus perpanjangan SIM, terima kasih",5,2022,7,8,1
8616,Jelek aplikasinya. Mau perpanjang sim trus upload dokumen yang diminta malah selalu keluar dari aplikasi,2,2022,7,8,-1
3088,"Saya udah coba daftar.. Koq g da tes nya. Trus kata nya bisa daftar sim, koq g bs. Saya org yg g punya, pengen buat sim yg bayar nya murah.",1,2022,7,8,0
335,"Mempermudah untuk orang yg sibuk kerja, tidak perlu antri. Cukup puas juga. Saran saja kalau perlu aplikasinya di tingkatkan lagi dan di cepat lagi dalam hal meresponnya, ketika mengisi data terkadang untuk klik ""selanjutnya"" di situ masih suka loading yang cukup lama sehingga data yg sudah di isi tiba tiba berubah dengan sendirinya dan di proses pembayarannya juga masih suka gagal proses sampe 1x24jm. Sudah itu saja. Terima kasih banyak 😊😊😊😊👍👍👍",4,2022,7,8,1
3517,"Mohon tanya saya ada kesalahan dalam masa berlaku sim untuk mengubah nya bagaimana cara ya yah min, saya sedang melalukan perpanajangan sim di apk ini, mohon bantuan nya agar bisa di perbaiki🙏",4,2022,7,9,0
8415,Kenapa mau buat sim tidak bisa tolong dong segera dibetulkan app nya supaya mempermudah pembuatan sim bukan hanya memperpanjang,2,2022,7,9,-1
2828,"Aplikasi seperti ini sangat membantu, hanya saja masih butuh perbaikan lagi, untuk verifikasi e ktp (selalu gagal), simpan data SIM (selalu gagal juga), tetap semangat untuk jadi lebih baik",5,2022,7,9,0
4606,SIM dengan masa berlaku barunya sudah saya terima. aplikasinya sangat mempermudah dan membantu sekali.. terimakasih KORLANTAS..🙏 terimakasih POS INDONESIA..🇮🇩 🤗🤗🤗🤗,5,2022,7,9,1
9388,"Mau daftar aja susahnya minta ampun sudah berkali kali nyoba otp nya ga keluar,nyoba pakai panggilan telfon sama saja susah",1,2022,7,9,-1
7079,"Sulit untuk Verifikasi foto nya, Udah ikut perintah nya, tapi tetap sulit, GAGAL terus, Maaf 🙏🙏🙏 saya kasih bintang satu, Klw Verifikasi foto nya tidak sulit saya kasih bintang lima.",1,2022,7,9,-1
1640,Mantaap.. memudahkan org2 yg ambil libur kerjanya susah. Bebrapa sistem perlu ditingkatkan lagi. Kemarin cek rekening untuk pembayaran loading lama. Langsung pindah ponsel. Untung masih bisa lanjut tanpa ngisi dr awal. Langsung sat set. Semalem perpanjangan sim langsung jadi. Dan informasi mengenai sistem online korlantas polri sepertinya masih minim. Terima kasih,4,2022,7,9,1
3072,"Bagus pertahan kan tinggal menunggu yang stnk,etil , dan perbaikan tentang pembayaran terkadang suka bug no pembayaran nya tidak keluar.",5,2022,7,9,1
3821,"Udah tinggal lanjut ke pembayaran, force close mulu. Sekalinya bisa, abis pembayaran ga di acc atau diteruskan ke proses berikutnya. Pindah ke online malah bikin mumet.",1,2022,7,9,-1
1651,"Sangat membantu dan memudahkan. khususnya seperti saya yg krja diluar daerah dan tidak punya waktu.layanan memuaskan,3hari sdh sy terima SIMnya.hemat waktu,hemat biaya.trimakasih layanan digital KORLANTAS POLRI,maju truss💪👍",5,2022,7,9,1
6658,Tolong kepada developer ini kenapa punya saya gagal login terus ya..sudah berkali2 kirim SMS OTP tetap tidak bisa..,1,2022,7,10,-1
5086,"Fasilitas di trenggalek belum siap.. tes kesehatan masih manual padahal jelas2 dokter, tempat dan jam kerjanya sdh ada.. giliran datang ke TKP tempat yg terdaftar dg lokasi prakteknya ga sama.. apalagi blm bisa pake online msh ttp manual.. sdh di lempar kesana kemari ujung2nya ttp ga bisa.. tlg dong segera diperbaiki.. biar masyarakat luas segera menikmati kemudahan tsb",1,2022,7,11,-1
4184,"Tes psikologi bayar 30rban sudah, tes kesehatan bayar 25k sudah, Tinggal simpan data eror terus, ini apknya sudah bisa beneran apa masih tahap uji coba? Pilihan satpasnya juga gak lengkap, sy domisili blitar tp di pilihan gak ada, pilihan kirim untuk kabupaten juga gak bisa",1,2022,7,11,-1
525,"Verifikasi sudah selesai semua. Tapi kenapa pas amu daftar perpanjangan SIM . Baru di bagian Registrasi Identitas udah ga bisa, Keterangannya TERJADI KESALAHAN Terjadi kesalahan, coba lagi beberapa saat .. KESALAHANNYA tidak di sebutkan, jadi bigung apa yang harus di perbaiki. Mohon di perbaiki lagi",1,2022,7,11,-1
1540,Aplikasi ga guna.. ga membantu.. sim ku hilang di luar kota.. ngurus ke polres setempat ga bisa bantu gara gara ga ada scan sim.. mau balik kota asal ga ada surat keterangan hilang.. bingung.. download aplikasi ini berharap dapat titik terang.. ternyara fitur sim hilang ga tersedia.. apalahhh,1,2022,7,11,-1
4924,"Tidak bisa verivikasi e ktp, terus saja gagal padahal semuanya udh bisa dan jarigan pun lancar. Malahan semuanya tidak bisaa dilayani. Mohon d perbaiki",1,2022,7,11,-1
3976,Perpanjangan SIM jadi lebih mudah dan cepat.. semoga segera dapat digunakan fitur langsung kirim nya agar tidak perlu pergi untuk mengambil.. terimakasih POLRI,5,2022,7,11,1
4894,"verifikasi foto e-ktp gagal terus, padahal sudah take foto berkali-kali bahkan sudah mengikuti arahan, tolonglah permudah, apa guna diciptakan aplikasi ini jika untuk mempersulit hidup orang lain",1,2022,7,11,-1
5287,"Kenapa pas di pembayaran kita selalu gagal di ulang"" tetap gagal va sudah benar kenapa bisa begini sedangkan waktu cu 1x24 jam tolong solusinya Kirim via email malah dibokir tolong perbaiki sistem pembayaran x",3,2022,7,11,-1
913,Pertama verifikasi ktp berhasil meskipun berkali2. Sekarang mau klik utk rekening pengembalian dr smlm smpe skrg muterw trs gak mau loading. Tlong dong IT IT pengembang app ini dimohon bantuannya. App yg dhrpkan mmbntu malah menyusahkan !!,1,2022,7,12,0
3901,Ini knapa pas cek lokasi satpas nya loading mulu ya ? Udh nungguin biar cepet urus perpanjang SIM nya nih. Malah jdi naggung gini. Tolong ux ini diperbaiki. Bisa repor atau cantumkan nomor narahubungnya,2,2022,7,12,0
9332,"usahakan bila ingin perpanjang via online, syarat²nya harus terpenuhi seperti resolusi foto dokumen dan lainnya harus 480x640 pixel agar ketika proses verifikasi tidak ditolak.. dan bila proses sudah 50%, itu artinya SIM anda telah lolos verifikasi dan antre nunggu pencetakan.. PASTI JADI dan SABAR AJA note : untuk kesehatan, pilih faskes daerah jakarta pusat (gratis dan cuma tinggal jawab dengan apa yg dipertanyakan).. untuk psikotest, 1 tes bisa untuk perpanjang 2 sim (contoh sim a dan c)",5,2022,7,12,0
3436,"Sudah bagus, dapat mempermudah masyarakat untuk perpanjangan SIM, hanya untuk tempat cek kesehatan, jika dapat bekerja sama dengan puskesmas di setiap wilayah kecamatan itu akan lebih baik dan sangat mempermudah prosesnya",5,2022,7,12,1
5759,"Di awal verifikasi KTP sangat menyulitkan, padahal sudah jelas pencahayaan bagus, mungkin ini masalahnya kamera hp sya maklum hp butut",1,2022,7,12,0
8425,"Bagus sekali, aplikasi ini, dan sangat membantu warga masyarakat Indonesia, karena saya berhasil memperbarui SIM saya, mudah,murah,cepat",5,2022,7,12,1
1108,"Sangat membantu sekali karena tidak ribet,tidak antri,hemat waktu..tinggal download aplikasi Digital Korlantas dan ikuti petunjuk lalu minta dikirim melalui kantor pos,tinggal nunggu kiriman dateng dech....perpanjangan sim bisa di buat sebelum masa sim habis 90hari.",5,2022,7,12,1
6555,saya dah perpnjang dah trima sim tp pas sim baru mau d masukin ke aplikasi sim tidak terdigitalisasi...jd gak bsa mmperbhrui data sim online terbaru,2,2022,7,12,0
3373,"Gokillll keren banget ini bikin mempermudah yang kerja, biar gak ngambil cuti buat ngurus ginian, berharap yang lainnya menyusul bisa, seperti SKCK, Pembuatan surat kehilangan atau smacamnya. Thanks....",5,2022,7,12,1
3863,"Walau ada kendala pada bugs tp masih bs di andalkan dan berhasil, yang penting mau berusaha. Tolong untuk aktifkan fitur chat online agar meminimalisir hambatan proses nya.",5,2022,7,12,0
1570,Masih lama untuk waktu perpanjangannya sekarang masih download dulu saja buat persiapan 2 tahun lagi hehe. Oh iya tolong untuk pengadaan perpanjangan stnk dan juga ganti plat kalau bisa. Untuk nomor rangka dan mesin bisa dilakukan manual sendiri di rumah.,5,2022,7,12,0
5454,"Aneh.. padahal no.sim sdh diisi seseui tapi data tdk ditemukan.. coba sy scan dan tetep aja, malah d.suruh hubungi satpas terdekat, ribet jadinya.. 🤬",1,2022,7,12,-1
9392,"Verifikasi foto sangat sulit dan menyusahkannn, padahal semuanya sudah sesuai instruksi.",3,2022,7,12,-1
8933,"membuang waktu test psikologis pertanyaan 100+450 soal dan yg 450 soal mempunyai soal yg sama buat apa coba, 100+100 saja sudah cukup membuang waktu",1,2022,7,13,-1
7559,Kenapa susah sekali . Tes kesehatan daftar gak bisa . Aktivasi lewat email gak bisa.Gak mempermudah sama sekali,1,2022,7,13,-1
6725,Tidak bisa melakukan konsultasi Dan ketika ganti hp masa verifikasi sim digitalnya tidak bisa Dan saya tidak bisa melakukan pengambilan sim dengan cara kirim lewat kantor pos,2,2022,7,13,-1
2862,"Awalnya engga percaya perpanjang sim bisa online, setelah dicoba engga nyangka semudah ini dan cepat banget prosesnya cuman 2 hari sim langsung jadi plus ada opsi diantarkan pula. Terima kasih polri.",5,2022,7,13,1
7648,"Saat melakukan registrasi dan dilakukan tap pada SIM, aplikasinya terhenti.. mohon admin untuk segera diperbaiki",2,2022,7,13,0
5192,"Cukup baik, cuma hanya perlu ditingkatkan saja kualitasnya supaya aksesnya lbh mudah dan cepat",5,2022,7,13,1
9805,Untuk pengiriman jika ada 2 sim yg diperpanjang (C & A) mohon agar bisa disatu paketkan. Agar lebih efesien.,5,2022,7,13,0
6818,Perpanjangan sim bisa lebih mudah dan tidak perlu repot datang ke satpas.2 hari jadi.dan yang paling penting tidak perlu antri.,5,2022,7,13,1
7246,Aplikasi gak jelas. Smua opsi pengembangan. Gak bisa di gunakan sama sekali Saya kasi bintang 1 biar bsa di posting,1,2022,7,14,-1
7175,"Aplikasinya tidak merespon tentang pengaduan, tidak ada keterangan apa yang harus di bawa tapi minta surat keterangan, udah lebih daari 2 minggu dak dapet info untuk pengambilan, minim informasi apa saja yang di bawa sebagai bukti pengambilan",2,2022,7,14,-1
549,"Mantap sangat membantu untuk saya saat perpanjagan sim, semoga kedepannya fitur² yang lain bisa segerah di akses (seperti kehilangan sim). Saya harap aplikasi ini segerah diperkembangkan dan disosialisasikan kepada masyarakat sebab melalui apk ini lebih efisien waktu dan juga lebih ramah dikantong.",5,2022,7,14,1
3276,"Siang Pak, tadi waktu registrasi ePpsi saya memasukkan email keliru, jd tidak bisa melanjutkan registrasi. Lalu saya ulangi dari awal, tp NIK sudah terdaftar di email yg keliru itu, bagaimana solusiny? Terimakasih",5,2022,7,14,0
332,Untuk perpanjangan SIM lebih mudah dan cepat tanpa antri. Hasil proses dan cetak cepat 3 hari. Tes kesehatan dapat milih RS tujuan dekat rumah. Tetapi ada kekuranganya masih ada beberapa wilayah tidak terjangkau untuk sistem dikirim. Jadi masih harus ambil ke Satpas tujuan. Untuk upload foto benar2 harus diperhatikan masalah background dan ukuran karena sering error disini. Jadi harus bolak-balik upload ulang.,5,2022,7,14,1
9529,"Selamat sore...mohon info saya sdh submit dan melakukan payment, tetapi sdh 2 hari di menu trx msh ad di step bayar, blm di proses sm sekali...saya hrs FU kmn ? Agar tau proses perpanjangan sdh sampe mana.. Saya kasih bintang 2 dl, kl experience memuaskan sya kasih 5. Thx",2,2022,7,14,0
3770,"Dari pada perpanjangan offline yang lebih ribet dan habis lebih banyak, mending pakai aplikasi ini biaya lebih murah, namun memang harus lebih sabar dan mending diperpanjang jauh2 hari sebelum jatuh tempo SIM nya.",5,2022,7,14,1
2912,"Stuck di cek rekening pengembalian, tidak bisa lanjut karena bufring terus padahal sinyal bagus hp juga support dan di jam kerja juga. 2hari sperti itu terus parahh Udah bayar mahal -+Rp170.000 lemot ribet lagi",1,2022,7,14,-1
8802,"ribet, knp cek kesehatan dan psikologi gk di 1 aplikasi ini, harus buka sana sini, daftar eppsi/keshtn hmmmmm, mending datang ke sim keliling gk rekomended untuk ini aplikasi",1,2022,7,15,-1
5767,"Masih pengembangan, saya sudah update SIM terbaru ternyata yg ditampilkan masih SIM lama dan tidak bisa diperbaharui lg secara manual",3,2022,7,15,-1
3586,"Maaf layanan yang anda pilih dalam pengembangan. Kalau masih dalam pengembangan,saran saya gak perlu ada di playstore. Kembangin aja dulu,kalau sudah siap baru di pasang di playstore. Ini cuma saran.",1,2022,7,15,0
9187,"Aplikasi belom siap, masih dalam tahap pengembangan !!! Lokasi satpas belum bisa..",2,2022,7,15,-1
4250,"Alhamdulillah telah jadi sim punya saya di kirim sampe rumah 👍 , semoga ke depannya proses perpanjangan sim makin mudah karena saya 2x kena biaya potongan ditolak dibilang foto kurang bagus...",4,2022,7,15,1
9433,Sangat memuaskan proses cepat tanpa ribet harus ke satpas dan SIM keliling.,5,2022,7,15,1
6790,Banyak kendala seperti upload pasfoto dan pembayaran. Tp secara keseluruhan sangat membantu apalagi buat orang2 yang punya kesibukan,5,2022,7,15,0
3675,"Pd pilihan bank pengembalian, bank sdh diinput no rek jg sdh centang setuju jg sdh tp notifikasi data msh ada yg kurang dan muter2 terus, aplikasi sdh yg terupdate, internet lancar.",1,2022,7,15,0
589,"Tolong perbaiki lagi sistemnya agar mudah di gunakan, ini kan hanya perpanjang aja data sebelumnyapun sudah ada di sistem jadi jangan di persulit lagi kalo data sudah lengkap. Dan kalo bisa jangan dulu melakukan pembayaran sebelum data verifikasi di terima, sudah bayar data gagal lagi, dan di kembalikan tidak sesuai pembayaran jadi tolong di perbaiki secepatnya, agar masyarakan indonesia lebih mudah perpanjang Sim.",3,2022,7,15,0
4130,"Sementara hanya bisa untuk pengajuan perpanjangan SIM, belum bisa bikin SIM baru dan ujian online. Semoga segera ditingkatkan agar semua rakyat Indonesia bisa memenuhi kewajiban memiliki surat ijin mengemudi.",4,2022,7,15,0
8178,"Sangat mudah di aplikasikan, lebih praktis tanpa perlu keluar rumah dan mengantri, semoga bertambah aplikasi lainnya",5,2022,7,15,1
4915,Untuk lokasi satpas tidak ditemukan . Pada saat registrasi perpanjangan sim c . Sehingga menyulitkan mohon ditingkatkan lagi,2,2022,7,16,-1
9830,"Udah 5 hari SIM saya belum selesai, sampai akhirnya udah lewat tanggal. Gimana jadinya ini? Di aplikasi di buat masih 60%, tolong lah diperhatikan lagi.",1,2022,7,16,0
8141,"untuk login ke erikkes selalu gagal padahal sudah dikonfirmasi di email, tapi setiap login muncul ""no uuid"". mohon arahanya",2,2022,7,16,0
4014,"dari tadi bolak balik aplikasi terus sms udah ngirim balasan ""YA"" trus di lanjutkan ke aplikasi eh muncul disuruh masukin nomer udah kan, eh trhubung sms lagi disuruh balasan ""YA"" sama kya yg tadi udh gitu terus bolak balik aplikasi sms-aplikasi sms 🙂hadehh",1,2022,7,16,0
366,"Terima kasih dengan aplikasi ini membuat saya dan keluarga mudah untuk melakukan perpanjangan masa berlaku SIM, baik SIM C maupun SIM A saya sudah pernah perpanjangan dengan aplikasi ini. Oh y itu yg menu SIGNAL kok belum bisa y jadi satu di aplikasi ini tiap diklik belum ada layanan padahal aplikasi SIGNAL sudah ada dan bisa di akses apa tidak bisa langsung digabung saja biar tidak banyak aplikasi yang terpasang di HP. Harapannya kedepan Aplikasi Digital Korlantas Polri mampu mengcover semua.",5,2022,7,16,1
9943,"udah masuk verif ktp. pas bagian sim baru dll malah, layanan belum tersedia.. kacau ni apk negara ko kya gini buruk bangt",1,2022,7,16,-1
8442,Cuma diarahkan ke sms. Pulsa sudah terpotong 3x ttp tdk bisa akses dan login ke aplikasi.,1,2022,7,16,0
5975,"kenapa tidak bisa pilih pembuatan sim baru? padahal di aplikasinya ada pilihan buat sim baru, kalau bisa kan lebih praktir bikin sim online",2,2022,7,17,0
279,Aplikasi masih sangat belum lengkap. B?anyak fitur masih belum tersedia namun sudah di publish aplikasinya. Menu Pengajuan SIM baru ada tapi sekali diklik belum tersedia layanannya. Mudah2an semua menu dan fitur layanannya segera lengkap semua dan bisa benar2 digunakan sehingga mempermudah masyarakat yang ingin membuat SIM tidak perlu antri yang panjang lagi,2,2022,7,17,0
7153,"Perpanjangan sim sudah selesai dengan lancar ,estimasi sekitar 1mnggu sejak pengajuan Perpanjangan SIM, terima kasih. 👍👍",5,2022,7,17,1
9990,Ini aplikasi masih berfungsi ga sih buat tambah data ga bs daftar baru ga bisa trs fungsinya untuk apa?,1,2022,7,17,-1
3742,"Alhamdulillah apps nya mau di ajak kerja sama, jdi gk da kendala. Perpanjang sim lebih mudah dan gampang, gk ribet, no antri2,",5,2022,7,17,1
8483,"Aplikasi yang sangat bagus, perpanjang SIM menjadi lebih mudah dan cepat. Dari daftar sampai jadi SIM cuman dua hari.",5,2022,7,17,1
6094,"Sudah proses nya lama sampai di tengah - tengah , verifikasi tahapan berikutnya tidak bisa di lanjutkan Tolong apabila aplikasi belum siap di sebarluaskan di non aktifkan saja",1,2022,7,18,0
4050,"Tolong kepada developer untuk segera mengintegrasikan layanan kantor pos untuk pengiriman SIM, karena kalau mengambil langsung terlalu jauh dari tempat tinggal. Pas saya pilih layanan Kantor pos tidak ada pilihan jenis pengiriman.",3,2022,7,18,0
897,Sangat membantu sekali terutama bagi para perantau yang tidak perlu lagi mondar mandir hanya untuk perpanjang SIM sehingga hemat waktu. Pokoknya saya Puas sekali dan semoga kedepannya makin banyak fitur2 lainya tidak hanya perpanjangan SIM saja tp bisa juga pembuatan SIM atau mungkin perpanjangan pajak kendaraan secara online.,5,2022,7,18,1
4973,"Bagus, tp tidak semua polres bisa menerima berkas yg kita upload, dipolres pertama foto dan ttd saya ditolak, kemudian saya dftar lg dgn polres yg berbeda dgn upload berkas yg sama, Alhamdulillah lancar Terima kasih",4,2022,7,18,1
8757,Untuk pembuatan SIM kok ga bisa why? Bisa bisa nya untuk pembuatan SIM baru layanan belum tersedia.. what happened Aya naon ini min ..,3,2022,7,18,0
9511,"Buat apa download aplikasi ini klau layanan nya ""belum tersedia"" saya mau coba daftar bikin sim tp kok kaya gini mohon di perhatikan pengembangan aplikasi nya 🙏",1,2022,7,18,-1
4235,Sudah melakukan dua tes dan sedang mau konfirmasi alamat pengiriman. Kecamatan yang ku pilih tak ada dalam pilihan.. jadi tak bisa lanjut ke langkah selanjutnya.,3,2022,7,18,0
4866,"Sangat membantu di tengah kesibukan,gx ribet dan simpel,tes bisa kapan aja dan dimana aja bebas kita tentukan..terima kasih korlantas",5,2022,7,18,1
5930,"Proses sudah selesai tapi SIM tidak dikirim hampir 5 hari padahal no resi POSnya sudah ada, selalu pracollection. Ini pengaduannya gimana ?",1,2022,7,18,0
4907,"Untuk cek kesehatan harus ke banyuwangi kota,ya sama aja klo gitu ketemunya lebih mahal n ribet juga,mohon dibantu kemudahannya min, saya sudah lakukan registrasi psikologi jg sudah selesai bayar Rp.37500,tak kira kesehatan jg haruse dipermudah layananya",1,2022,7,18,-1
5552,"Sangat sulit untuk verifikasi ktp, padahal sudah di ulang berulang ulang tetap gagal, tolong pak polisi perbaiki lagi aplikasinya karna sangat dibutuhkan saat ingin dipakai secara mendadak",2,2022,7,18,-1
976,"Aplikasi memudahkan tapi terkendala di e-rikkes yg saat login muncul ket ""No UUID"" berkali2 sehingga tidak bisa melanjutkan cekkes dan tahapan lainnya untuk perpanjangan di sim di app korlantas ini. Mohon perbaikan/solusinya",2,2022,7,18,0
9876,"Br instal, ngisi no hp. Disuruh kirim sms sampe 3x dgn biaya 550 per sms. Tp tetep g bsa masuk2 ke aplikasie.",2,2022,7,19,-1
9522,Kecewa banget di tolak terus ini saya udah melewat batas pembaruan sim saya jadi hangus gitu payah sekali ini gimana sih jelas udah ikutin arahan foto juga gak burem apa ini,1,2022,7,19,-1
8443,Alhamdulillah sangat bermanfaat.. perpanjang SIM sekarang bisa sambil tiduran..gak perlu antri panas panasan dan gak berkerumun... Mantappp !!!,5,2022,7,19,1
4146,"Aplikasi ini sangat membantu untuk perpanjangan sim.Pelayan cepat, mudah, dan murah. Tidak perlu repot2 SIM sampai dirumah. Thanks",5,2022,7,19,1
